LEVEL1_FK	LEVEL2_FK	DESCRIPT	DESCRIPT2	MODELNUM	INVNUM
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY IGC, 14KT, 4.40 Grams; LADIES RING W/DIAMONDS		I-556
21001	2638001	CORDED DRILL	DRILL TOOLS-POWER MILWAUKEE 0300-20, #070AD10290415; CORDED DRILL	0300-20	134790-1
21001	2669001	CIRCULAR SAW	CIRCULAR SAW TOOLS-POWER RIDGID TOOL R3210-1, #BB07397465; CIRCULAR SAW	R3210-1	134037-1
12001	2333001	BRACELET W/DIAMONDS	BRACELET JEWELRY NONE, 10KT, 11.90 Grams; BRACELET W/DIAMONDS		I-815
12001	2339001	LADIES RING BAND	RING JEWELRY NONE, 14KT, 9.40 Grams; LADIES RING BAND		235039-3
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 9.70 Grams; LADIES RING W/STONES		I-142
12001	2338001	HEART CHARM	PENDANT/CHARM JEWELRY C, 14KT, 2.80 Grams; HEART CHARM		I-652
19001	2888001	TRIM COMPRESSOR	COMPRESSOR TOOLS-AIR DEWALT D55140, #142216; TRIM COMPRESSOR	D55140	30155-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.40 Grams; LADIES RING W/STONES		31898-1
21001	3299001	DRYWALL TESTER IN CASE	TESTER TOOLS-POWER DELMHORST G-79, #267; DRYWALL TESTER IN CASE	G-79	33108-1
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 12.10 Grams; RING BAND		I-765
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 4.10 Grams; LADIES RING W/DIAMONDS		I-219
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY JWBA, 10KT, 5.10 Grams; LADIES RING W/DIAMONDS		133947-1
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM SMITH & WESSON M&P 40 SHIELD, #HLU725, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN 1 MAG	M&P 40 SHIELD	G-133950-1
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY K, 10KT, 4.00 Grams; MANS RING W/DIAMONDS		31296-1
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 18KT, 17.90 Grams; BRACELET		I-482
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 5.90 Grams; LADIES RING W/STONES		I-775
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 9.40 Grams; LADIES RING W/STONES		32379-2
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY NONE, 14KT, 5.60 Grams; LADIES RING W/DIAMOND		I-382
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 2.90 Grams; LADIES RING W/STONE		33618-4
12001	2338001	LADIES NECKLACE	PENDANT/CHARM JEWELRY NONE, 18KT, 2.50 Grams; LADIES NECKLACE		I-724
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM SMITH & WESSON M&P40, #DSY3180, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN 1 MAG	M&P40	G-235310-1
12001	2339001	MANS RING W/ DIAMONDS	RING JEWELRY C, 14KT, 7.00 Grams; MANS RING W/ DIAMONDS		31552-1
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY C, 14KT, 1.90 Grams; LADIES RING W/DIAMOND		I-371
12001	2339001	LADIES RING	RING JEWELRY NONE, 10KT, 1.60 Grams; LADIES RING		I-842
12001	2339001	LADIES RING W/STONES	RING JEWELRY ZEI, 14KT, 2.30 Grams; LADIES RING W/STONES		30977-3
20001	2620001	10 PC WRENCH SET	WRENCH TOOLS-HAND HUSKY 730 055; 10 PC WRENCH SET	730 055	31681-4
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM RUGER MARK II, #215-88309, .22 CALIBER, SEMI-AUTOMATIC; HANDGUN 1 MAG	MARK II	G-134577-2
12001	2887001	COIN BELT MADE FROM KENNEDY COINS	OTHER JEWELRY NONE, N/A, 359.20 Grams; COIN BELT MADE FROM KENNEDY COINS		32770-1
12001	2337001	FIGARO NECKLACE	NECKLACE JEWELRY PGDA, 10KT, 19.10 Grams; FIGARO NECKLACE		I-89
8001	2225001	SHOT GUN	SHOTGUN FIREARM WEATHERBY SA-459, #AE19941, 20 GAUGE, SEMI-AUTOMATIC; SHOT GUN	SA-459	G-134488-1
12001	2336001	LADIES HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 7.00 Grams; LADIES HOOP EARRINGS		133940-21
12001	2338001	WORLD CHARM W/STONES	PENDANT/CHARM JEWELRY CAL, 10KT, 14.30 Grams; WORLD CHARM W/STONES		33698-2
8001	2223001	HANDHUN IN CASE 2 MAGS	PISTOL FIREARM SIG SAUER P938, #52B165661, 9 MM, SEMI-AUTOMATIC; HANDHUN IN CASE 2 MAGS	P938	G-33806-1
8001	2224001	22LR  RIFLE	RIFLE FIREARM RUGER 10/22, #111-448091, .22 CALIBER, SEMI-AUTOMATIC; 22LR  RIFLE	10/22	G-30617-1
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 15.90 Grams; NECKLACE		I-903
19001	3695001	AIR GRINDER	CUTTER TOOLS-AIR MATCO MT4880, #QSQ335549; AIR GRINDER	MT4880	134098-1
13001	2341001	BATTERY BLOWER	BLOWER LAWN & GARDEN BLACK & DECKER LSWV36, #NONE; BATTERY BLOWER	LSWV36	32978-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY AND, 14KT, 1.90 Grams; LADIES RING W/STONES		30121-4
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 6.83 Grams; LADIES RING		I-169
12001	2336001	HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 3.80 Grams; HOOP EARRINGS		134230-2
4001	2864001	SILVER BAR 10OZ BAR	SLUG COINS NORTHWEST MINT; SILVER BAR 10OZ BAR		32353-1
8001	2224001	RIFLE NO MAG	RIFLE FIREARM RUGER 10/22, #827-38162, .22 CALIBER, SEMI-AUTOMATIC; RIFLE NO MAG	10/22	G-31253-1
12001	2339001	LADIES SPLIT RING	RING JEWELRY NONE, 18KT, 4.50 Grams; LADIES SPLIT RING		134436-4
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 18KT, 34.00 Grams; NECKLACE		I-773
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, PLAT, 3.80 Grams; LADIES RING W/STONE		I-835
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY NONE, 14KT, 26.10 Grams; LADIES NECKLACE		234950-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 8.70 Grams; LADIES RING W/STONES		I-874
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 18KT, 11.40 Grams; NECKLACE		I-521
20001	2585001	SOCKET SET IN RED CASE	SOCKET TOOLS-HAND CRAFTSMAN; SOCKET SET IN RED CASE		32067-1
12001	2339001	LADIES RING	RING JEWELRY NONE, 18KT, 1.20 Grams; LADIES RING		I-931
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 5.50 Grams; LADIES RING		I-560
19001	2524001	ROOFING NAILER	NAILER TOOLS-AIR PORTER CABLE RN175A, #BA 49418; ROOFING NAILER	RN175A	30576-1
19001	2524001	NAILER	NAILER TOOLS-AIR RIDGID TOOL R250FA, #AW05307210; NAILER	R250FA	33123-2
12001	2337001	NECKLACE	NECKLACE JEWELRY LND, 14KT, 17.50 Grams; NECKLACE		I-506
12001	2339001	LADIES RING	RING JEWELRY, 14KT, 5.26 Grams; LADIES RING		I-379
12001	2339001	LADIES RING CLAUDA	RING JEWELRY NONE, 10KT, 2.00 Grams; LADIES RING CLAUDA		I-117
21001	2641001	RAMSET IN CASE	FASTENER TOOLS-POWER HILTI dx 460, #408124; RAMSET IN CASE	dx 460	33031-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY T, 14KT, 11.70 Grams; LADIES RING W/DIAMONDS		134783-1
21001	3059001	7 ANGLE GRINDER                                                                                                                                                                                        "	GRINDER TOOLS-POWER MILWAUKEE 6086, #817A49924052; 7 ANGLE GRINDER"	6086	31243-1
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 10KT, 8.30 Grams; MANS RING W/DIAMONDS		134268-2
12001	2338001	BEER STIEN CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 3.80 Grams; BEER STIEN CHARM		134366-2
8001	2223001	HANDGUN IN BOX W/ 2 MAGS	PISTOL FIREARM RUGER SR9C, #336-83624, 9 MM, SEMI-AUTOMATIC; HANDGUN IN BOX W/ 2 MAGS	SR9C	G-133914-1
8001	2224001	RIFLE W/ SLING	RIFLE FIREARM EAGLE ARMS EAGLE-15, #M22-12988, 223, SEMI-AUTOMATIC; RIFLE W/ SLING	EAGLE-15	G-32579-1
20001	3489001	COOLING SYSTEM TEST IN HARD CASE 5PC	TESTER TOOLS-HAND MATCO APC102; COOLING SYSTEM TEST IN HARD CASE 5PC	APC102	32818-1
12001	2333001	BRACELET	BRACELET JEWELRY CAL, 10KT, 6.70 Grams; BRACELET		I-626
12001	2338001	SLIDE CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 6.60 Grams; SLIDE CHARM		133940-19
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 4.60 Grams; LADIES RING		31750-7
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 17.20 Grams; NECKLACE		I-188
4001	2864001	HALF POUND ROUND SILVER COIN	SLUG COINS NONE; HALF POUND ROUND SILVER COIN		I-585
4001	2121001	DOUBLE EAGLE COIN	US COIN(S) COINS US COINS; DOUBLE EAGLE COIN		134276-1
21001	3299001	VOLT TESTER	TESTER TOOLS-POWER FLUKE T+PRO; VOLT TESTER	T+PRO	32422-13
12001	2338001	DOLPHINE CHARM	PENDANT/CHARM JEWELRY CAL, 10KT, 0.90 Grams; DOLPHINE CHARM		33744-2
4001	2864001	HALF POUND ROUND SILVER COIN	SLUG COINS NONE; HALF POUND ROUND SILVER COIN		I-583
8001	2223001	FNH MODELL 27 HANDGUN 1 MAG WAFFENAMT MARKED	PISTOL FIREARM FNH MODELL 27, #331090, 7.62.25, SEMI-AUTOMATIC; FNH MODELL 27 HANDGUN 1 MAG WAFFENAMT MARKED	MODELL 27	G-32682-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 7.30 Grams; LADIES RING W/DIAMONDS		31829-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 6.80 Grams; LADIES RING W/STONES		30293-1
12001	2339001	RING MAN BAND	RING JEWELRY ARAFFIN, 14KT, 7.60 Grams; RING MAN BAND		235161-1
12001	1	PLAT SCRAP	JEWELRY, PLAT; PLAT SCRAP		I-889
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 10KT, 3.20 Grams; LADIES RING W/DIAMONDS		133947-2
12001	2337001	NECKLACE	NECKLACE JEWELRY GS, 14KT, 9.90 Grams; NECKLACE		I-522
8001	2223001	HANDGUN IN HARD CASE 2 MAGS	PISTOL FIREARM SPRINGFIELD XD-40, #US172230, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN IN HARD CASE 2 MAGS	XD-40	G-33256-1
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 1.60 Grams; LADIES RING		I-215
12001	2332001	LADIES ANKLET	ANKLET JEWELRY NONE, 14KT, 4.10 Grams; LADIES ANKLET		33040-1
12001	2337001	FIGARO NECKLACE	NECKLACE JEWELRY NONE, 14KT, 19.20 Grams; FIGARO NECKLACE		I-127
8001	2224001	RIFLE 1 MAG	RIFLE FIREARM SMITH & WESSON M&P-15, #TF55721, 5.56 MM, SEMI-AUTOMATIC; RIFLE 1 MAG	M&P-15	G-33418-1
21001	2646001	IMPACT IN  CASE 1 BATTERY CHARGER	IMPACT WRENCH TOOLS-POWER MILWAUKEE 2850-20, #J55AD182309332; IMPACT IN  CASE 1 BATTERY CHARGER	2850-20	235375-1
12001	2338001	ARROW HEAD CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 2.20 Grams; ARROW HEAD CHARM		33612-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 4.20 Grams; LADIES RING W/DIAMONDS		235333-6
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 925, 2.80 Grams; LADIES RING W/STONES		I-641
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 2.40 Grams; LADIES RING W/STONES		I-841
12001	2339001	LADIES RING W/ CZ STONES	RING JEWELRY T, 14KT, 6.10 Grams; LADIES RING W/ CZ STONES		30922-1
12001	2336001	LADIES EARRINGS	EARRINGS JEWELRY NONE, 22KT, 4.30 Grams; LADIES EARRINGS		134848-1
12001	2337001	MANS NECKLACE	NECKLACE JEWELRY SMC, 14KT, 14.90 Grams; MANS NECKLACE		31292-1
8001	2701001	HANDGUN W/BOX	REVOLVER FIREARM SMITH & WESSON 686-6, #CWY2866, .357, REVOLVER; HANDGUN W/BOX	686-6	G-235197-2
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 4.00 Grams; LADIES RING W/STONES		I-82
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY NONE, 18KT, 1.40 Grams; LADIES RING W/DIAMOND		235826-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 10KT, 3.10 Grams; LADIES RING W/STONE		134800-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 8.10 Grams; LADIES RING W/STONES		235794-8
12001	2338001	CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 2.70 Grams; CHARM		I-316
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 3.30 Grams; LADIES RING W/DIAMONDS		I-821
12001	2338001	4 LEAF CLOVER CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 7.20 Grams; 4 LEAF CLOVER CHARM		134509-2
12001	2339001	LADIES RING W/STONES	RING JEWELRY GTR, 10KT, 3.80 Grams; LADIES RING W/STONES		I-553
8001	2223001	HANDGUN 1 MAG CASE	PISTOL FIREARM SMITH & WESSON BODYGUARD, #EBW2167, 380, SEMI-AUTOMATIC; HANDGUN 1 MAG CASE	BODYGUARD	G-235036-1
6001	2146001	KNIFE	KNIFE DEFENSE ACCESSORIES MICROTECH UT X 70; KNIFE	UT X 70	235168-1
21001	2680001	SCREW GUN	SCREWGUN TOOLS-POWER MILWAUKEE 6742-20; SCREW GUN	6742-20	I-313
12001	2339001	MANS RING	RING JEWELRY NONE, 14KT, 7.10 Grams; MANS RING		I-147
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.30 Grams; LADIES RING W/DIAMONDS		I-110
12001	2338001	A1 GRANDMA CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 1.10 Grams; A1 GRANDMA CHARM		31984-10
6001	2135001	BALLESTIC VEST 4XL	BODY ARMOR DEFENSE ACCESSORIES NONE; BALLESTIC VEST 4XL		33540-1
12001	2338001	LADIES HANGING CHARM W/STONES	PENDANT/CHARM JEWELRY NONE, 14KT, 2.50 Grams; LADIES HANGING CHARM W/STONES		31658-3
12001	2339001	MANS RING W/STONES	RING JEWELRY NONE, 14KT, 6.60 Grams; MANS RING W/STONES		134819-1
20001	2585001	SOCKET SET	SOCKET TOOLS-HAND SNAP-ON 211yfssy206; SOCKET SET	211yfssy206	235711-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 2.70 Grams; LADIES RING W/STONE		32158-1
8001	2223001	HAND GUN 1 MAG	PISTOL FIREARM KIMBER WARRIOR SOC, #K455639, .45 CALIBER, SEMI-AUTOMATIC; HAND GUN 1 MAG	WARRIOR SOC	G-134855-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 3.50 Grams; LADIES RING W/STONES		I-116
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 3.20 Grams; LADIES RING W/DIAMONDS		I-134
21001	2638001	DRILL AND DRIVER 2 BATTERYS CHARGER	DRILL TOOLS-POWER MAKITA FD05, #0472914; DRILL AND DRIVER 2 BATTERYS CHARGER	FD05	134650-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 8.10 Grams; LADIES RING W/DIAMONDS		134123-1
13001	2341001	BACK PACK BLOWER	BLOWER LAWN & GARDEN STIHL BR350, #502118990; BACK PACK BLOWER	BR350	235138-1
12001	2339001	LADIES RINGW/STONES	RING JEWELRY NONE, 14KT, 3.20 Grams; LADIES RINGW/STONES		I-439
8001	2223001	HANDGUN 2 MAGS	PISTOL FIREARM SCCY CPX-2, #348549, 9 MM, SEMI-AUTOMATIC; HANDGUN 2 MAGS	CPX-2	G-234972-1
12001	2339001	LADIES RING 18K AND PLATNUIM	RING JEWELRY FL, 18KT, 7.80 Grams; LADIES RING 18K AND PLATNUIM		33345-1
12001	2333001	LADIES TENNIS BRACELET W/DIAMONDS	BRACELET JEWELRY NONE, 14KT, 16.70 Grams; LADIES TENNIS BRACELET W/DIAMONDS		32447-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.80 Grams; LADIES RING W/DIAMONDS		I-409
12001	2339001	MANS RING BAND	RING JEWELRY CAMALOT, 14KT, 5.40 Grams; MANS RING BAND		I-621
12001	2339001	LADIES RING W/STONE	RING JEWELRY LAB, 14KT, 8.20 Grams; LADIES RING W/STONE		32111-2
15001	2388001	JIMMY JOHNSON GRAPHIC GUITAR IN CASE	GUITAR/ELECTRIC MUSICAL INSTRUMENTS SILVERSTONE; JIMMY JOHNSON GRAPHIC GUITAR IN CASE		33591-1
12001	2339001	LADIES RING	RING JEWELRY NONE, 18KT, 4.90 Grams; LADIES RING		I-170
20001	2585001	9PC SAE SOCKET SET	SOCKET TOOLS-HAND CRAFTSMAN; 9PC SAE SOCKET SET		32266-2
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 18KT, 6.20 Grams; LADIES RING W/STONE		I-226
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY A, 14KT, 4.70 Grams; LADIES RING W/DIAMONDS		33129-2
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 25.50 Grams; NECKLACE		I-831
12001	2333001	LADIES CAMEO BRACELET	BRACELET JEWELRY NONE, 14KT, 9.60 Grams; LADIES CAMEO BRACELET		32097-1
12001	2337001	NECKLACE	NECKLACE JEWELRY MIDAS, 14KT, 12.60 Grams; NECKLACE		30612-1
13001	3520001	WEED EATER	WEED EATER LAWN & GARDEN STIHL FS91R, #510740932; WEED EATER	FS91R	33220-1
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 35.80 Grams; NECKLACE		I-911
12001	2337001	LADIES NECKLACE                                                                                                                                                                                        	NECKLACE JEWELRY NONE, 14KT, 8.50 Grams; LADIES NECKLACE		235422-4
6001	3036001	LADIES PINK PEPPER SPRAY	PEPPER SPRAY DEFENSE ACCESSORIES; LADIES PINK PEPPER SPRAY		I-60
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 2.60 Grams; LADIES RING W/STONE		I-225
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 3.60 Grams; LADIES RING W/STONE		134196-9
12001	2336001	EARRINGS	EARRINGS JEWELRY NONE, 925, 3.60 Grams; EARRINGS		I-565
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 3.30 Grams; LADIES RING W/STONES		33682-1
21001	2645001	HEAT GUN	HEAT GUN TOOLS-POWER WAGNER NONE, #NONE; HEAT GUN	NONE	30812-2
12001	2339001	LADIES RING W/STONES	RING JEWELRY SAI, 14KT, 9.50 Grams; LADIES RING W/STONES		I-469
19001	2524001	ROOFING NAIL GUN	NAILER TOOLS-AIR HITACHI/TOOLS NV 45ab2, #NONE; ROOFING NAIL GUN	NV 45ab2	30189-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 10KT, 2.80 Grams; LADIES RING W/STONE		I-200
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 14KT, 7.40 Grams; BRACELET		I-485
12001	2339001	LADIES RING	RING JEWELRY NONE, 18KT, 4.80 Grams; LADIES RING		134230-5
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY FR, 14KT, 2.90 Grams; LADIES RING W/DIAMOND		30718-1
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 5.80 Grams; LADIES RING		134479-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 4.10 Grams; LADIES RING W/STONE		134196-1
12001	2338001	HEART CHARM	PENDANT/CHARM JEWELRY NONE, 925, 1.50 Grams; HEART CHARM		I-566
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.80 Grams; LADIES RING W/DIAMONDS		235065-4
12001	2338001	LADIES CHARM W/ STONE	PENDANT/CHARM JEWELRY NONE, 10KT, 0.70 Grams; LADIES CHARM W/ STONE		30874-2
12001	2339001	LADIES RING	RING JEWELRY NONE, 10KT, 2.10 Grams; LADIES RING		I-850
8001	2701001	HANDGUN	REVOLVER FIREARM TAURUS 605, #QH18806, .357, REVOLVER; HANDGUN	605	G-235673-1
4001	2121001	ASST US COIN	US COIN(S) COINS US COINS; ASST US COIN		235037-1
12001	2333001	LADIES BRACELET	BRACELET JEWELRY NONE, 14KT, 2.90 Grams; LADIES BRACELET		32566-2
8001	2224001	RIFLE 1 MAG	RIFLE FIREARM MOSSBERG 715T, #EKL3318987, .22 CALIBER, SEMI-AUTOMATIC; RIFLE 1 MAG	715T	G-134693-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 4.90 Grams; LADIES RING W/DIAMONDS		235001-1
12001	2333001	LADIES BRACELET	BRACELET JEWELRY NONE, 14KT, 3.10 Grams; LADIES BRACELET		134837-1
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY NONE, 14KT, 1.80 Grams; LADIES RING W/DIAMOND		I-220
8001	2223001	HAND GUN 1 MAG CASE	PISTOL FIREARM SMITH & WESSON 908S, #BAY4965, 9 MM, SEMI-AUTOMATIC; HAND GUN 1 MAG CASE	908S	G-134111-1
12001	1	SCRAP SILVER	JEWELRY, 925; SCRAP SILVER		I-34
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 18KT, 10.90 Grams; NECKLACE		I-132
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM RUGER SR9, #330-02492, 9 MM, SEMI-AUTOMATIC; HANDGUN 1 MAG	SR9	G-235237-1
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 7.70 Grams; MANS RING W/DIAMONDS		I-771
12001	2338001	LADIES CHARM CAMEO	PENDANT/CHARM JEWELRY NONE, 14KT, 3.70 Grams; LADIES CHARM CAMEO		I-445
12001	2339001	RING	RING JEWELRY NONE, 925, 1.60 Grams; RING		I-545
7001	3326001	ELECTRONIC THERMOSTAT	THERMOSTAT ELECTRONICS HONEYWELL RTH5160D, #1825jc095063; ELECTRONIC THERMOSTAT	RTH5160D	235154-1
20001	2620001	BOX WRENCH SET	WRENCH TOOLS-HAND GEARWRENCH 9602; BOX WRENCH SET	9602	33150-1
8001	2223001	HANDGUN 2 MAG BOX	PISTOL FIREARM RUGER LCP, #372126372, 380, SEMI-AUTOMATIC; HANDGUN 2 MAG BOX	LCP	G-235346-1
12001	2339001	RING W/STONE	RING JEWELRY NONE, 10KT, 5.80 Grams; RING W/STONE		I-761
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 1.40 Grams; LADIES RING W/DIAMONDS		I-925
12001	2339001	MANS RING W/STONE	RING JEWELRY GTR, 10KT, 3.80 Grams; MANS RING W/STONE		32916-1
12001	2338001	CHARM	PENDANT/CHARM JEWELRY NONE, 18KT, 1.00 Grams; CHARM		30919-2
12001	2339001	LADIES RING	RING JEWELRY AK, 14KT, 4.30 Grams; LADIES RING		32884-1
12001	2339001	RING	RING JEWELRY NONE, 14KT, 7.10 Grams; RING		I-785
13001	2341001	BLOWER	BLOWER LAWN & GARDEN STIHL SH86C, #298075675; BLOWER	SH86C	235132-1
8001	2224001	RIFLE IN BOX	RIFLE FIREARM DEL-TON DTI-15, #DTI-S066248, 5.56 MM, SEMI-AUTOMATIC; RIFLE IN BOX	DTI-15	G-31876-3
12001	2339001	RING W/DIAMONDS	RING JEWELRY NONE, 10KT, 2.60 Grams; RING W/DIAMONDS		I-807
12001	2338001	BASS CHARM	PENDANT/CHARM JEWELRY CA, 10KT, 1.20 Grams; BASS CHARM		32700-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY CI, 14KT, 3.50 Grams; LADIES RING W/DIAMONDS		32441-4
8001	2225001	MOSSBERG 500 20GA SHOTGUN	SHOTGUN FIREARM MOSSBERG 500, #T840076, 20 GAUGE, PUMP; MOSSBERG 500 20GA SHOTGUN	500	G-33427-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 5.30 Grams; LADIES RING W/STONE		I-457
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 4.60 Grams; LADIES RING W/STONES		I-843
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.10 Grams; LADIES RING W/STONES		I-381
8001	2224001	RIFLE W/SCOPE	RIFLE FIREARM MOSSBERG ATR, #ATR016726, 30-06, BOLT; RIFLE W/SCOPE	ATR	G-33526-1
12001	2796001	CAMEO PIN	PIN JEWELRY NONE, 10KT, 6.40 Grams; CAMEO PIN		134084-3
13001	2341001	HANDHELD BLOWER carb need rebuilding	BLOWER LAWN & GARDEN ECHO PB-250LN, #P34712021817; HANDHELD BLOWER carb need rebuilding	PB-250LN	32981-1
12001	2339001	RING BAND	RING JEWELRY NONE, 18KT, 8.00 Grams; RING BAND		I-789
10001	2290001	7 PC SILVERWARE	TABLEWARE HOUSEHOLD JOHN KITTS; 7 PC SILVERWARE		134442-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY EVER US, 14KT, 4.00 Grams; LADIES RING W/DIAMONDS		235681-1
20001	2620001	1/2 SOCKET WRENCH                                                                                                                                                                                      "	WRENCH TOOLS-HAND KOBALT 337331; 1/2 SOCKET WRENCH"	337331	31828-1
12001	2338001	LADIES CHARM CROSS	PENDANT/CHARM JEWELRY NONE, 18KT, 1.90 Grams; LADIES CHARM CROSS		134123-2
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 3.90 Grams; LADIES RING W/STONE		134196-6
12001	2337001	NECKLACE	NECKLACE JEWELRY A, 14KT, 7.40 Grams; NECKLACE		235514-1
7001	3326001	ELECTRONIC THERMOSTAT	THERMOSTAT ELECTRONICS HONEYWELL RTH5160D, #1842jc148371; ELECTRONIC THERMOSTAT	RTH5160D	235154-3
8001	2223001	BROWNING CHALLENGER 3 .22 HANDGUN  1 MAG	PISTOL FIREARM BROWNING CHALLENGER III, #655PX02155, .22 CALIBER, SEMI-AUTOMATIC; BROWNING CHALLENGER 3 .22 HANDGUN  1 MAG	CHALLENGER III	G-133956-1
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 3.71 Grams; RING BAND		I-793
4001	2121001	US GOLD 3 DOLLAR COIN	US COIN(S) COINS US COINS; US GOLD 3 DOLLAR COIN		134377-1
12001	2339001	LADIES DOLPHINE RING	RING JEWELRY NONE, 14KT, 4.10 Grams; LADIES DOLPHINE RING		235794-7
19001	2527001	3/8 RATCHET                                                                                                                                                                                            "	RATCHET TOOLS-AIR SNAP-ON F720A; 3/8 RATCHET"	F720A	I-853
